code,descript,new_code
59762-0016,CLINDAMYCIN,597620016%
59762-3328,CLINDAMYCIN,597623328%
59762-3728,CLINDAMYCIN,597623728%
59762-3743,CLINDAMYCIN,597623743%
59762-3744,CLINDAMYCIN,597623744%
59762-5009,CLINDAMYCIN,597625009%
59762-5010,CLINDAMYCIN,597625010%
61748-201,CLINDAMYCIN,617480201%
61786-075,CLINDAMYCIN,617860075%
61786-664,CLINDAMYCIN,617860664%
61919-057,CLINDAMYCIN,619190057%
61919-441,CLINDAMYCIN,619190441%
61919-829,CLINDAMYCIN,619190829%
63187-127,CLINDAMYCIN,631870127%
63187-141,CLINDAMYCIN,631870141%
63187-247,CLINDAMYCIN,631870247%
63304-692,CLINDAMYCIN,633040692%
63304-693,CLINDAMYCIN,633040693%
63323-282,CLINDAMYCIN,633230282%
63629-2817,CLINDAMYCIN,636292817%
63629-2924,CLINDAMYCIN,636292924%
63739-059,CLINDAMYCIN,637390059%
64720-153,CLINDAMYCIN,647200153%
64720-154,CLINDAMYCIN,647200154%
64980-511,CLINDAMYCIN,649800511%
65162-468,CLINDAMYCIN,651620468%
65862-185,CLINDAMYCIN,658620185%
65862-186,CLINDAMYCIN,658620186%
65862-596,CLINDAMYCIN,658620596%
66993-949,CLINDAMYCIN,669930949%
67046-084,CLINDAMYCIN,670460084%
67046-085,CLINDAMYCIN,670460085%
67296-0315,CLINDAMYCIN,672960315%
68084-243,CLINDAMYCIN,680840243%
68084-244,CLINDAMYCIN,680840244%
68788-0616,CLINDAMYCIN,687880616%
68788-9209,CLINDAMYCIN,687889209%
68788-9703,CLINDAMYCIN,687889703%
68788-9780,CLINDAMYCIN,687889780%
68788-9841,CLINDAMYCIN,687889841%
68788-9942,CLINDAMYCIN,687889942%
68788-9943,CLINDAMYCIN,687889943%
69189-0693,CLINDAMYCIN,691890693%
0069-3241,CIPROFLOXACIN,000693241%
0069-3342,CIPROFLOXACIN,000693342%
0069-4395,CIPROFLOXACIN,000694395%
0069-4396,CIPROFLOXACIN,000694396%
0143-2037,CIPROFLOXACIN,001432037%
0143-9927,CIPROFLOXACIN,001439927%
0143-9928,CIPROFLOXACIN,001439928%
0143-9929,CIPROFLOXACIN,001439929%
0172-5311,CIPROFLOXACIN,001725311%
0172-5312,CIPROFLOXACIN,001725312%
0172-5313,CIPROFLOXACIN,001725313%
0179-0054,CIPROFLOXACIN,001790054%
0179-0188,CIPROFLOXACIN,001790188%
0179-1982,CIPROFLOXACIN,001791982%
0378-1743,CIPROFLOXACIN,003781743%
0378-1745,CIPROFLOXACIN,003781745%
0378-7098,CIPROFLOXACIN,003787098%
0404-7187,CIPROFLOXACIN,004047187%
0409-4765,CIPROFLOXACIN,004094765%
0409-4777,CIPROFLOXACIN,004094777%
0409-4778,CIPROFLOXACIN,004094778%
0781-3239,CIPROFLOXACIN,007813239%
0781-3240,CIPROFLOXACIN,007813240%
0904-6378,CIPROFLOXACIN,009046378%
10370-107,CIPROFLOXACIN,103700107%
10370-108,CIPROFLOXACIN,103700108%
10544-036,CIPROFLOXACIN,105440036%
10544-079,CIPROFLOXACIN,105440079%
10544-147,CIPROFLOXACIN,105440147%
10544-432,CIPROFLOXACIN,105440432%
10544-603,CIPROFLOXACIN,105440603%
10544-604,CIPROFLOXACIN,105440604%
10544-605,CIPROFLOXACIN,105440605%
10544-606,CIPROFLOXACIN,105440606%
10544-607,CIPROFLOXACIN,105440607%
10544-608,CIPROFLOXACIN,105440608%
10544-673,CIPROFLOXACIN,105440673%
10544-884,CIPROFLOXACIN,105440884%
10544-943,CIPROFLOXACIN,105440943%
11819-323,CIPROFLOXACIN,118190323%
11819-351,CIPROFLOXACIN,118190351%
11819-360,CIPROFLOXACIN,118190360%
11819-363,CIPROFLOXACIN,118190363%
12634-769,CIPROFLOXACIN,126340769%
13107-076,CIPROFLOXACIN,131070076%
13107-077,CIPROFLOXACIN,131070077%
16252-514,CIPROFLOXACIN,162520514%
16252-515,CIPROFLOXACIN,162520515%
16252-516,CIPROFLOXACIN,162520516%
16571-120,CIPROFLOXACIN,165710120%
16571-135,CIPROFLOXACIN,165710135%
16571-411,CIPROFLOXACIN,165710411%
16571-412,CIPROFLOXACIN,165710412%
16571-413,CIPROFLOXACIN,165710413%
16590-054,CIPROFLOXACIN,165900054%
16590-421,CIPROFLOXACIN,165900421%
16590-735,CIPROFLOXACIN,165900735%
16714-651,CIPROFLOXACIN,167140651%
16714-652,CIPROFLOXACIN,167140652%
16714-653,CIPROFLOXACIN,167140653%
17478-714,CIPROFLOXACIN,174780714%
21695-210,CIPROFLOXACIN,216950210%
21695-259,CIPROFLOXACIN,216950259%
21695-411,CIPROFLOXACIN,216950411%
21695-422,CIPROFLOXACIN,216950422%
21695-914,CIPROFLOXACIN,216950914%
24208-444,CIPROFLOXACIN,242080444%
24658-250,CIPROFLOXACIN,246580250%
25021-114,CIPROFLOXACIN,250210114%
33261-164,CIPROFLOXACIN,332610164%
33261-367,CIPROFLOXACIN,332610367%
33261-399,CIPROFLOXACIN,332610399%
35356-732,CIPROFLOXACIN,353560732%
35356-803,CIPROFLOXACIN,353560803%
35356-846,CIPROFLOXACIN,353560846%
35356-928,CIPROFLOXACIN,353560928%
36000-008,CIPROFLOXACIN,360000008%
36000-009,CIPROFLOXACIN,360000009%
36000-010,CIPROFLOXACIN,360000010%
36000-011,CIPROFLOXACIN,360000011%
36000-029,CIPROFLOXACIN,360000029%
36000-030,CIPROFLOXACIN,360000030%
40042-015,CIPROFLOXACIN,400420015%
42195-550,CIPROFLOXACIN,421950550%
42254-122,CIPROFLOXACIN,422540122%
42291-219,CIPROFLOXACIN,422910219%
42852-001,CIPROFLOXACIN,428520001%
43063-053,CIPROFLOXACIN,430630053%
43063-410,CIPROFLOXACIN,430630410%
43063-427,CIPROFLOXACIN,430630427%
43063-547,CIPROFLOXACIN,430630547%
43353-924,CIPROFLOXACIN,433530924%
45865-471,CIPROFLOXACIN,458650471%
45865-721,CIPROFLOXACIN,458650721%
45865-772,CIPROFLOXACIN,458650772%
49349-035,CIPROFLOXACIN,493490035%
49349-036,CIPROFLOXACIN,493490036%
49349-086,CIPROFLOXACIN,493490086%
49349-194,CIPROFLOXACIN,493490194%
49349-246,CIPROFLOXACIN,493490246%
49349-291,CIPROFLOXACIN,493490291%
49349-431,CIPROFLOXACIN,493490431%
49349-453,CIPROFLOXACIN,493490453%
49349-612,CIPROFLOXACIN,493490612%
49349-634,CIPROFLOXACIN,493490634%
49349-662,CIPROFLOXACIN,493490662%
49349-854,CIPROFLOXACIN,493490854%
49999-333,CIPROFLOXACIN,499990333%
49999-334,CIPROFLOXACIN,499990334%
49999-699,CIPROFLOXACIN,499990699%
50383-282,CIPROFLOXACIN,503830282%
50436-3135,CIPROFLOXACIN,504363135%
50436-5130,CIPROFLOXACIN,504365130%
50436-6041,CIPROFLOXACIN,504366041%
51079-182,CIPROFLOXACIN,510790182%
51655-118,CIPROFLOXACIN,516550118%
52125-069,CIPROFLOXACIN,521250069%
52125-245,CIPROFLOXACIN,521250245%
52125-483,CIPROFLOXACIN,521250483%
52125-537,CIPROFLOXACIN,521250537%
52125-789,CIPROFLOXACIN,521250789%
52959-557,CIPROFLOXACIN,529590557%
52959-730,CIPROFLOXACIN,529590730%
52959-734,CIPROFLOXACIN,529590734%
52959-739,CIPROFLOXACIN,529590739%
53401-004,CIPROFLOXACIN,534010004%
53401-005,CIPROFLOXACIN,534010005%
53401-301,CIPROFLOXACIN,534010301%
53808-0223,CIPROFLOXACIN,538080223%
53808-0349,CIPROFLOXACIN,538080349%
53808-1073,CIPROFLOXACIN,538081073%
54569-5574,CIPROFLOXACIN,545695574%
54569-8311,CIPROFLOXACIN,545698311%
54569-8318,CIPROFLOXACIN,545698318%
54868-4858,CIPROFLOXACIN,548684858%
54868-4898,CIPROFLOXACIN,548684898%
54868-5023,CIPROFLOXACIN,548685023%
54868-5130,CIPROFLOXACIN,548685130%
55111-125,CIPROFLOXACIN,551110125%
55111-126,CIPROFLOXACIN,551110126%
55111-127,CIPROFLOXACIN,551110127%
55111-128,CIPROFLOXACIN,551110128%
55111-422,CIPROFLOXACIN,551110422%
55111-423,CIPROFLOXACIN,551110423%
55154-2081,CIPROFLOXACIN,551542081%
55154-2086,CIPROFLOXACIN,551542086%
55154-3496,CIPROFLOXACIN,551543496%
55154-5376,CIPROFLOXACIN,551545376%
55154-6164,CIPROFLOXACIN,551546164%
55154-6177,CIPROFLOXACIN,551546177%
55154-6187,CIPROFLOXACIN,551546187%
55154-7828,CIPROFLOXACIN,551547828%
55289-821,CIPROFLOXACIN,552890821%
55289-823,CIPROFLOXACIN,552890823%
55289-826,CIPROFLOXACIN,552890826%
55700-113,CIPROFLOXACIN,557000113%
58118-0127,CIPROFLOXACIN,581180127%
58118-0411,CIPROFLOXACIN,581180411%
58118-9969,CIPROFLOXACIN,581189969%
59115-028,CIPROFLOXACIN,591150028%
59115-029,CIPROFLOXACIN,591150029%
59115-030,CIPROFLOXACIN,591150030%
60429-042,CIPROFLOXACIN,604290042%
60505-1308,CIPROFLOXACIN,605051308%
60505-1309,CIPROFLOXACIN,605051309%
60505-1310,CIPROFLOXACIN,605051310%
60760-512,CIPROFLOXACIN,607600512%
61314-656,CIPROFLOXACIN,613140656%
61442-222,CIPROFLOXACIN,614420222%
61442-223,CIPROFLOXACIN,614420223%
61442-224,CIPROFLOXACIN,614420224%
61786-097,CIPROFLOXACIN,617860097%
61786-264,CIPROFLOXACIN,617860264%
61919-054,CIPROFLOXACIN,619190054%
61919-371,CIPROFLOXACIN,619190371%
61919-421,CIPROFLOXACIN,619190421%
62034-016,CIPROFLOXACIN,620340016%
62037-938,CIPROFLOXACIN,620370938%
62037-942,CIPROFLOXACIN,620370942%
63187-001,CIPROFLOXACIN,631870001%
63187-017,CIPROFLOXACIN,631870017%
63187-142,CIPROFLOXACIN,631870142%
63187-150,CIPROFLOXACIN,631870150%
63187-250,CIPROFLOXACIN,631870250%
63187-328,CIPROFLOXACIN,631870328%
63304-709,CIPROFLOXACIN,633040709%
63304-710,CIPROFLOXACIN,633040710%
63304-711,CIPROFLOXACIN,633040711%
63629-1326,CIPROFLOXACIN,636291326%
63629-1724,CIPROFLOXACIN,636291724%
63629-3868,CIPROFLOXACIN,636293868%
63739-559,CIPROFLOXACIN,637390559%
63739-700,CIPROFLOXACIN,637390700%
64205-927,CIPROFLOXACIN,642050927%
64205-928,CIPROFLOXACIN,642050928%
65862-076,CIPROFLOXACIN,658620076%
65862-077,CIPROFLOXACIN,658620077%
65862-078,CIPROFLOXACIN,658620078%
66116-480,CIPROFLOXACIN,661160480%
66116-508,CIPROFLOXACIN,661160508%
67296-0543,CIPROFLOXACIN,672960543%
67296-0579,CIPROFLOXACIN,672960579%
67296-0580,CIPROFLOXACIN,672960580%
67296-0599,CIPROFLOXACIN,672960599%
67296-0608,CIPROFLOXACIN,672960608%
67296-0620,CIPROFLOXACIN,672960620%
68084-069,CIPROFLOXACIN,680840069%
68084-070,CIPROFLOXACIN,680840070%
68084-071,CIPROFLOXACIN,680840071%
68180-392,CIPROFLOXACIN,681800392%
68180-393,CIPROFLOXACIN,681800393%
68645-060,CIPROFLOXACIN,686450060%
68788-9006,CIPROFLOXACIN,687889006%
68788-9012,CIPROFLOXACIN,687889012%
68788-9024,CIPROFLOXACIN,687889024%
68788-9228,CIPROFLOXACIN,687889228%
68788-9280,CIPROFLOXACIN,687889280%
68788-9330,CIPROFLOXACIN,687889330%
68788-9391,CIPROFLOXACIN,687889391%
68788-9724,CIPROFLOXACIN,687889724%
68788-9944,CIPROFLOXACIN,687889944%
75921-412,CIPROFLOXACIN,759210412%
0069-0088,TOBRAMYCIN,000690088%
0069-0091,TOBRAMYCIN,000690091%
0069-0301,TOBRAMYCIN,000690301%
0069-0302,TOBRAMYCIN,000690302%
0093-4085,TOBRAMYCIN,000934085%
0404-7196,TOBRAMYCIN,004047196%
0409-3470,TOBRAMYCIN,004093470%
0409-3577,TOBRAMYCIN,004093577%
0409-3578,TOBRAMYCIN,004093578%
0409-3590,TOBRAMYCIN,004093590%
0703-9402,TOBRAMYCIN,007039402%
0703-9416,TOBRAMYCIN,007039416%
0781-7171,TOBRAMYCIN,007817171%
0904-2970,TOBRAMYCIN,009042970%
10544-883,TOBRAMYCIN,105440883%
13985-604,TOBRAMYCIN,139850604%
16590-224,TOBRAMYCIN,165900224%
17478-114,TOBRAMYCIN,174780114%
17478-290,TOBRAMYCIN,174780290%
17478-340,TOBRAMYCIN,174780340%
21695-204,TOBRAMYCIN,216950204%
21695-416,TOBRAMYCIN,216950416%
24208-290,TOBRAMYCIN,242080290%
24208-295,TOBRAMYCIN,242080295%
39822-0409,TOBRAMYCIN,398220409%
39822-0412,TOBRAMYCIN,398220412%
42254-187,TOBRAMYCIN,422540187%
45932-0027,TOBRAMYCIN,459320027%
49999-148,TOBRAMYCIN,499990148%
50436-7392,TOBRAMYCIN,504367392%
52125-232,TOBRAMYCIN,521250232%
52125-536,TOBRAMYCIN,521250536%
52959-108,TOBRAMYCIN,529590108%
52959-984,TOBRAMYCIN,529590984%
54868-6286,TOBRAMYCIN,548686286%
61314-643,TOBRAMYCIN,613140643%
61314-647,TOBRAMYCIN,613140647%
61919-224,TOBRAMYCIN,619190224%
63187-024,TOBRAMYCIN,631870024%
63323-303,TOBRAMYCIN,633230303%
63323-305,TOBRAMYCIN,633230305%
63323-306,TOBRAMYCIN,633230306%
63323-307,TOBRAMYCIN,633230307%
65162-914,TOBRAMYCIN,651620914%
67457-427,TOBRAMYCIN,674570427%
67457-428,TOBRAMYCIN,674570428%
67457-432,TOBRAMYCIN,674570432%
67457-473,TOBRAMYCIN,674570473%
68788-9870,TOBRAMYCIN,687889870%
0409-3507,IMIPENEM.*CILASTATIN,004093507%
0409-3508,IMIPENEM.*CILASTATIN,004093508%
55154-9389,IMIPENEM.*CILASTATIN,551549389%
63323-322,IMIPENEM.*CILASTATIN,633230322%
63323-349,IMIPENEM.*CILASTATIN,633230349%
0264-3143,CEFTAZIDIME,002643143%
0264-3145,CEFTAZIDIME,002643145%
0781-3177,CEFTAZIDIME,007813177%
0781-3178,CEFTAZIDIME,007813178%
0781-3179,CEFTAZIDIME,007813179%
25021-127,CEFTAZIDIME,250210127%
25021-128,CEFTAZIDIME,250210128%
25021-129,CEFTAZIDIME,250210129%
44567-235,CEFTAZIDIME,445670235%
44567-236,CEFTAZIDIME,445670236%
44567-237,CEFTAZIDIME,445670237%
0168-0071,GENTAMICIN,001680071%
0168-0078,GENTAMICIN,001680078%
0338-0503,GENTAMICIN,003380503%
0338-0505,GENTAMICIN,003380505%
0338-0507,GENTAMICIN,003380507%
0338-0509,GENTAMICIN,003380509%
0338-0511,GENTAMICIN,003380511%
0409-1207,GENTAMICIN,004091207%
0409-3400,GENTAMICIN,004093400%
0409-3401,GENTAMICIN,004093401%
0409-3402,GENTAMICIN,004093402%
0409-7879,GENTAMICIN,004097879%
0409-7881,GENTAMICIN,004097881%
0409-7883,GENTAMICIN,004097883%
0409-7884,GENTAMICIN,004097884%
0409-7886,GENTAMICIN,004097886%
0409-7889,GENTAMICIN,004097889%
0574-4102,GENTAMICIN,005744102%
13985-603,GENTAMICIN,139850603%
16590-107,GENTAMICIN,165900107%
17478-283,GENTAMICIN,174780283%
17478-826,GENTAMICIN,174780826%
21695-187,GENTAMICIN,216950187%
24208-580,GENTAMICIN,242080580%
33261-604,GENTAMICIN,332610604%
35356-707,GENTAMICIN,353560707%
45802-046,GENTAMICIN,458020046%
45802-056,GENTAMICIN,458020056%
45865-672,GENTAMICIN,458650672%
48102-102,GENTAMICIN,481020102%
49999-138,GENTAMICIN,499990138%
50436-6752,GENTAMICIN,504366752%
50436-6754,GENTAMICIN,504366754%
52125-461,GENTAMICIN,521250461%
52584-010,GENTAMICIN,525840010%
52584-207,GENTAMICIN,525840207%
54569-1144,GENTAMICIN,545691144%
54569-1218,GENTAMICIN,545691218%
54868-1040,GENTAMICIN,548681040%
54868-3524,GENTAMICIN,548683524%
54868-6126,GENTAMICIN,548686126%
54868-6745,GENTAMICIN,548686745%
55045-1147,GENTAMICIN,550451147%
55154-2392,GENTAMICIN,551542392%
55154-9365,GENTAMICIN,551549365%
55154-9376,GENTAMICIN,551549376%
55154-9552,GENTAMICIN,551549552%
58118-9893,GENTAMICIN,581189893%
60758-188,GENTAMICIN,607580188%
61314-633,GENTAMICIN,613140633%
61919-106,GENTAMICIN,619190106%
63187-163,GENTAMICIN,631870163%
63187-560,GENTAMICIN,631870560%
63323-010,GENTAMICIN,633230010%
63323-173,GENTAMICIN,633230173%
63323-513,GENTAMICIN,633230513%
68788-0633,GENTAMICIN,687880633%
68788-9921,GENTAMICIN,687889921%
0264-3183,MEROPENEM,002643183%
0264-3185,MEROPENEM,002643185%
0409-3505,MEROPENEM,004093505%
0409-3506,MEROPENEM,004093506%
0781-3265,MEROPENEM,007813265%
0781-3267,MEROPENEM,007813267%
44647-032,MEROPENEM,446470032%
44647-033,MEROPENEM,446470033%
54442-103,MEROPENEM,544420103%
54442-104,MEROPENEM,544420104%
55154-4744,MEROPENEM,551544744%
55154-7825,MEROPENEM,551547825%
63323-507,MEROPENEM,633230507%
63323-508,MEROPENEM,633230508%
0054-0319,LINEZOLID,000540319%
0093-8244,LINEZOLID,000938244%
0378-7077,LINEZOLID,003787077%
0409-4882,LINEZOLID,004094882%
0409-4883,LINEZOLID,004094883%
0703-9060,LINEZOLID,007039060%
0904-6553,LINEZOLID,009046553%
31722-749,LINEZOLID,317220749%
42292-008,LINEZOLID,422920008%
50268-471,LINEZOLID,502680471%
59762-1307,LINEZOLID,597621307%
59762-1308,LINEZOLID,597621308%
60505-4362,LINEZOLID,605054362%
60687-189,LINEZOLID,606870189%
62332-183,LINEZOLID,623320183%
63323-713,LINEZOLID,633230713%
65162-777,LINEZOLID,651620777%
67877-419,LINEZOLID,678770419%
68462-291,LINEZOLID,684620291%
0143-9665,CEFAZOLIN,001439665%
0143-9923,CEFAZOLIN,001439923%
0143-9924,CEFAZOLIN,001439924%
0143-9983,CEFAZOLIN,001439983%
0264-3103,CEFAZOLIN,002643103%
0264-3105,CEFAZOLIN,002643105%
0338-3503,CEFAZOLIN,003383503%
0338-3508,CEFAZOLIN,003383508%
0409-0805,CEFAZOLIN,004090805%
0409-0806,CEFAZOLIN,004090806%
0409-2585,CEFAZOLIN,004092585%
0781-3450,CEFAZOLIN,007813450%
0781-3451,CEFAZOLIN,007813451%
0781-3452,CEFAZOLIN,007813452%
0781-9338,CEFAZOLIN,007819338%
25021-100,CEFAZOLIN,250210100%
25021-101,CEFAZOLIN,250210101%
25021-102,CEFAZOLIN,250210102%
44567-706,CEFAZOLIN,445670706%
44567-707,CEFAZOLIN,445670707%
44567-708,CEFAZOLIN,445670708%
52533-014,CEFAZOLIN,525330014%
52533-113,CEFAZOLIN,525330113%
52533-120,CEFAZOLIN,525330120%
52584-014,CEFAZOLIN,525840014%
52584-023,CEFAZOLIN,525840023%
52584-024,CEFAZOLIN,525840024%
52584-061,CEFAZOLIN,525840061%
54868-4651,CEFAZOLIN,548684651%
55154-3184,CEFAZOLIN,551543184%
55154-5432,CEFAZOLIN,551545432%
55154-5439,CEFAZOLIN,551545439%
55154-6666,CEFAZOLIN,551546666%
55154-6668,CEFAZOLIN,551546668%
55154-7463,CEFAZOLIN,551547463%
55154-7826,CEFAZOLIN,551547826%
55154-9559,CEFAZOLIN,551549559%
60505-6093,CEFAZOLIN,605056093%
60505-6094,CEFAZOLIN,605056094%
63323-236,CEFAZOLIN,633230236%
63323-237,CEFAZOLIN,633230237%
63323-238,CEFAZOLIN,633230238%
63323-446,CEFAZOLIN,633230446%
63323-449,CEFAZOLIN,633230449%
66288-1100,CEFAZOLIN,662881100%
66288-1300,CEFAZOLIN,662881300%
67184-1001,CEFAZOLIN,671841001%
68258-8978,CEFAZOLIN,682588978%
0069-2390,METRONIDAZOLE,000692390%
0115-1474,METRONIDAZOLE,001151474%
0143-9772,METRONIDAZOLE,001439772%
0168-0275,METRONIDAZOLE,001680275%
0168-0323,METRONIDAZOLE,001680323%
0168-0383,METRONIDAZOLE,001680383%
0179-1482,METRONIDAZOLE,001791482%
0264-5535,METRONIDAZOLE,002645535%
0338-1055,METRONIDAZOLE,003381055%
0338-9541,METRONIDAZOLE,003389541%
0409-7811,METRONIDAZOLE,004097811%
0440-1795,METRONIDAZOLE,004401795%
0440-1796,METRONIDAZOLE,004401796%
0472-0911,METRONIDAZOLE,004720911%
0591-2521,METRONIDAZOLE,005912521%
0591-2522,METRONIDAZOLE,005912522%
0591-5215,METRONIDAZOLE,005915215%
0615-1576,METRONIDAZOLE,006151576%
0615-1577,METRONIDAZOLE,006151577%
0615-7693,METRONIDAZOLE,006157693%
0713-0633,METRONIDAZOLE,007130633%
0713-0637,METRONIDAZOLE,007130637%
0781-7077,METRONIDAZOLE,007817077%
0781-7080,METRONIDAZOLE,007817080%
0904-1453,METRONIDAZOLE,009041453%
10544-265,METRONIDAZOLE,105440265%
10544-270,METRONIDAZOLE,105440270%
10544-562,METRONIDAZOLE,105440562%
10544-938,METRONIDAZOLE,105440938%
12634-172,METRONIDAZOLE,126340172%
15338-150,METRONIDAZOLE,153380150%
16590-152,METRONIDAZOLE,165900152%
16590-385,METRONIDAZOLE,165900385%
21695-308,METRONIDAZOLE,216950308%
21695-309,METRONIDAZOLE,216950309%
23155-064,METRONIDAZOLE,231550064%
23155-065,METRONIDAZOLE,231550065%
23155-066,METRONIDAZOLE,231550066%
24236-186,METRONIDAZOLE,242360186%
24236-572,METRONIDAZOLE,242360572%
29300-226,METRONIDAZOLE,293000226%
29300-227,METRONIDAZOLE,293000227%
33261-384,METRONIDAZOLE,332610384%
33261-786,METRONIDAZOLE,332610786%
35356-890,METRONIDAZOLE,353560890%
36000-001,METRONIDAZOLE,360000001%
36000-028,METRONIDAZOLE,360000028%
42254-069,METRONIDAZOLE,422540069%
42292-001,METRONIDAZOLE,422920001%
42546-700,METRONIDAZOLE,425460700%
43063-021,METRONIDAZOLE,430630021%
43063-108,METRONIDAZOLE,430630108%
43063-620,METRONIDAZOLE,430630620%
43063-632,METRONIDAZOLE,430630632%
49349-008,METRONIDAZOLE,493490008%
49349-034,METRONIDAZOLE,493490034%
49349-056,METRONIDAZOLE,493490056%
49349-071,METRONIDAZOLE,493490071%
49349-164,METRONIDAZOLE,493490164%
49349-243,METRONIDAZOLE,493490243%
49349-970,METRONIDAZOLE,493490970%
49349-989,METRONIDAZOLE,493490989%
49999-095,METRONIDAZOLE,499990095%
50111-333,METRONIDAZOLE,501110333%
50111-334,METRONIDAZOLE,501110334%
50436-4032,METRONIDAZOLE,504364032%
50436-4033,METRONIDAZOLE,504364033%
51079-216,METRONIDAZOLE,510790216%
51079-217,METRONIDAZOLE,510790217%
51655-123,METRONIDAZOLE,516550123%
51655-189,METRONIDAZOLE,516550189%
51655-190,METRONIDAZOLE,516550190%
51672-4116,METRONIDAZOLE,516724116%
51672-5295,METRONIDAZOLE,516725295%
52125-781,METRONIDAZOLE,521250781%
52125-855,METRONIDAZOLE,521250855%
52343-095,METRONIDAZOLE,523430095%
52343-096,METRONIDAZOLE,523430096%
52959-102,METRONIDAZOLE,529590102%
52959-400,METRONIDAZOLE,529590400%
53808-0474,METRONIDAZOLE,538080474%
54569-0965,METRONIDAZOLE,545690965%
54569-0967,METRONIDAZOLE,545690967%
54569-3354,METRONIDAZOLE,545693354%
54868-0108,METRONIDAZOLE,548680108%
54868-0158,METRONIDAZOLE,548680158%
54868-5655,METRONIDAZOLE,548685655%
54868-5882,METRONIDAZOLE,548685882%
54868-6181,METRONIDAZOLE,548686181%
54868-6352,METRONIDAZOLE,548686352%
55154-0475,METRONIDAZOLE,551540475%
55154-0663,METRONIDAZOLE,551540663%
55154-5175,METRONIDAZOLE,551545175%
55154-5391,METRONIDAZOLE,551545391%
55154-5392,METRONIDAZOLE,551545392%
55154-5509,METRONIDAZOLE,551545509%
55154-5567,METRONIDAZOLE,551545567%
55289-172,METRONIDAZOLE,552890172%
55289-521,METRONIDAZOLE,552890521%
55695-011,METRONIDAZOLE,556950011%
57664-653,METRONIDAZOLE,576640653%
57664-654,METRONIDAZOLE,576640654%
58118-0051,METRONIDAZOLE,581180051%
58118-2521,METRONIDAZOLE,581182521%
58118-2522,METRONIDAZOLE,581182522%
60760-334,METRONIDAZOLE,607600334%
61786-030,METRONIDAZOLE,617860030%
61786-068,METRONIDAZOLE,617860068%
61786-111,METRONIDAZOLE,617860111%
61786-127,METRONIDAZOLE,617860127%
61786-576,METRONIDAZOLE,617860576%
61919-152,METRONIDAZOLE,619190152%
61919-385,METRONIDAZOLE,619190385%
61919-788,METRONIDAZOLE,619190788%
62980-509,METRONIDAZOLE,629800509%
62980-510,METRONIDAZOLE,629800510%
63187-035,METRONIDAZOLE,631870035%
63187-511,METRONIDAZOLE,631870511%
63629-1386,METRONIDAZOLE,636291386%
63629-1388,METRONIDAZOLE,636291388%
64205-252,METRONIDAZOLE,642050252%
64205-333,METRONIDAZOLE,642050333%
64980-235,METRONIDAZOLE,649800235%
64980-236,METRONIDAZOLE,649800236%
65862-694,METRONIDAZOLE,658620694%
65862-695,METRONIDAZOLE,658620695%
66116-601,METRONIDAZOLE,661160601%
66993-935,METRONIDAZOLE,669930935%
66993-960,METRONIDAZOLE,669930960%
66993-961,METRONIDAZOLE,669930961%
66993-962,METRONIDAZOLE,669930962%
67405-110,METRONIDAZOLE,674050110%
68001-229,METRONIDAZOLE,680010229%
68001-263,METRONIDAZOLE,680010263%
68084-216,METRONIDAZOLE,680840216%
68084-966,METRONIDAZOLE,680840966%
68151-2007,METRONIDAZOLE,681512007%
68682-455,METRONIDAZOLE,686820455%
68788-8930,METRONIDAZOLE,687888930%
68788-9082,METRONIDAZOLE,687889082%
68788-9083,METRONIDAZOLE,687889083%
68788-9372,METRONIDAZOLE,687889372%
68788-9397,METRONIDAZOLE,687889397%
68788-9505,METRONIDAZOLE,687889505%
68788-9887,METRONIDAZOLE,687889887%
69007-835,METRONIDAZOLE,690070835%
69007-836,METRONIDAZOLE,690070836%
69043-004,METRONIDAZOLE,690430004%
69043-005,METRONIDAZOLE,690430005%
76413-114,METRONIDAZOLE,764130114%
63323-401,AZTREONAM,633230401%
63323-402,AZTREONAM,633230402%
0069-0104,DOXYCYCLINE,000690104%
0115-1208,DOXYCYCLINE,001151208%
0115-1209,DOXYCYCLINE,001151209%
0115-1327,DOXYCYCLINE,001151327%
0143-2112,DOXYCYCLINE,001432112%
0143-3141,DOXYCYCLINE,001433141%
0143-3142,DOXYCYCLINE,001433142%
0179-0129,DOXYCYCLINE,001790129%
0179-0140,DOXYCYCLINE,001790140%
0228-2895,DOXYCYCLINE,002282895%
0228-2896,DOXYCYCLINE,002282896%
0378-0145,DOXYCYCLINE,003780145%
0378-0148,DOXYCYCLINE,003780148%
0378-0167,DOXYCYCLINE,003780167%
0378-3030,DOXYCYCLINE,003783030%
0378-4531,DOXYCYCLINE,003784531%
0378-4532,DOXYCYCLINE,003784532%
0378-5475,DOXYCYCLINE,003785475%
0378-6021,DOXYCYCLINE,003786021%
0378-6022,DOXYCYCLINE,003786022%
0378-6023,DOXYCYCLINE,003786023%
0378-6124,DOXYCYCLINE,003786124%
0440-7481,DOXYCYCLINE,004407481%
0440-7483,DOXYCYCLINE,004407483%
0463-2013,DOXYCYCLINE,004632013%
0463-6000,DOXYCYCLINE,004636000%
0527-1335,DOXYCYCLINE,005271335%
0527-1336,DOXYCYCLINE,005271336%
0527-1338,DOXYCYCLINE,005271338%
0527-1535,DOXYCYCLINE,005271535%
0527-1537,DOXYCYCLINE,005271537%
0591-0410,DOXYCYCLINE,005910410%
